Seq_id,Strand,Start,End,Length,Block,sp,Size,Description
17,+,83138580,83171338,32758,2862,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59495982,59460964,35018,2862,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,83093399,83126668,33269,2861,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59542130,59506588,35542,2861,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,83076113,83084909,8796,2860,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59561162,59551910,9252,2860,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,83013816,83052298,38482,2859,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59624328,59585547,38781,2859,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82964714,83013375,48661,2858,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59676661,59625832,50829,2858,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82945760,82964454,18694,2857,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59698777,59679639,19138,2857,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82906688,82936671,29983,2856,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59737338,59706908,30430,2856,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82852554,82906382,53828,2855,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59795013,59737338,57675,2855,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82758600,82851031,92431,2854,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59891416,59797422,93994,2854,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82723007,82758284,35277,2853,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59926917,59891416,35501,2853,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82713425,82721968,8543,2852,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,59935616,59926917,8699,2852,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82640921,82712869,71948,2851,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60008728,59935616,73112,2851,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82632827,82640468,7641,2850,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60016371,60008728,7643,2850,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82607896,82632234,24338,2849,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60041278,60016371,24907,2849,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82571915,82607640,35725,2848,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60076970,60041278,35692,2848,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82504017,82570024,66007,2847,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60144184,60076970,67214,2847,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82458339,82502903,44564,2846,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60190286,60144184,46102,2846,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82448718,82456406,7688,2845,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60199040,60191263,7777,2845,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82413851,82448126,34275,2844,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60234836,60199040,35796,2844,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82404401,82409660,5259,2843,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60245498,60239135,6363,2843,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82369819,82404121,34302,2842,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60283231,60247425,35806,2842,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82136101,82343641,207540,2841,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,-,60522360,60311262,211098,2841,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82052260,82126590,74330,2840,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,82068602,82142977,74375,2840,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82025071,82033242,8171,2839,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,82046414,82054763,8349,2839,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,82019069,82024796,5727,2838,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,82039865,82045911,6046,2838,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81987700,82018595,30895,2837,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,82008615,82039865,31250,2837,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81969018,81981901,12883,2836,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81991132,82004018,12886,2836,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81947342,81957014,9672,2835,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81973400,81983587,10187,2835,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81934436,81941759,7323,2834,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81961713,81968819,7106,2834,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81922824,81931687,8863,2833,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81950186,81959192,9006,2833,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81912663,81922592,9929,2832,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81939870,81950186,10316,2832,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81872489,81909589,37100,2831,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81897415,81939753,42338,2831,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81845344,81860818,15474,2830,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81872315,81889113,16798,2830,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81802024,81844680,42656,2829,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81828779,81872315,43536,2829,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81789272,81801346,12074,2828,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81816093,81828703,12610,2828,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81773086,81788988,15902,2827,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81799566,81816093,16527,2827,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81766834,81772038,5204,2826,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81793680,81799566,5886,2826,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81749044,81766632,17588,2825,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81775960,81793680,17720,2825,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81712156,81747957,35801,2824,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81737156,81774755,37599,2824,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81687652,81693997,6345,2823,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81712070,81718545,6475,2823,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81661227,81687284,26057,2822,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81685221,81712070,26849,2822,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81554327,81634623,80296,2821,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81574691,81659220,84529,2821,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81495974,81542730,46756,2820,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81502767,81548298,45531,2820,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81464121,81470145,6024,2819,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81469879,81476231,6352,2819,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81447379,81462902,15523,2818,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81452908,81469084,16176,2818,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81425478,81439779,14301,2817,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81432446,81447075,14629,2817,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81419224,81425451,6227,2816,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81424158,81430949,6791,2816,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81403388,81409828,6440,2815,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81407566,81414078,6512,2815,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81382870,81402467,19597,2814,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81388013,81407566,19553,2814,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81373201,81381606,8405,2813,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81378795,81387338,8543,2813,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81361024,81372328,11304,2812,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81366657,81378762,12105,2812,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81343071,81351099,8028,2811,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81349232,81357460,8228,2811,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81313320,81342843,29523,2810,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81317703,81348150,30447,2810,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81289070,81312747,23677,2809,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81291143,81316404,25261,2809,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81277708,81288651,10943,2808,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81280195,81291143,10948,2808,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81271697,81277286,5589,2807,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81274351,81280195,5844,2807,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81231863,81263223,31360,2806,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81229144,81262214,33070,2806,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81214520,81231276,16756,2805,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81211573,81228917,17344,2805,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
17,+,81176743,81192930,16187,2804,GCA_009819775,85472901,GCA_009819775.1_bPhoRub2.pri.chr4
23,+,81176983,81194217,17234,2804,GCA_009819775,85554746,GCA_017639555.1_bCicMag1.pri.CM030196.1
