Seq_id,Strand,Start,End,Length,Block,sp,Size,Description
15,-,1111432,1019290,92142,2296,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71870276,71889467,19191,2295,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1143450,1123373,20077,2295,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71692020,71870276,178256,2294,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1329874,1143450,186424,2294,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71649991,71687791,37800,2293,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1371345,1333323,38022,2293,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71622449,71649723,27274,2292,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1399515,1371345,28170,2292,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71587275,71621282,34007,2291,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1434297,1400091,34206,2291,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71579300,71586572,7272,2290,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1441866,1434318,7548,2290,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71542320,71574601,32281,2289,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1478353,1445987,32366,2289,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71528915,71542092,13177,2288,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1491950,1478353,13597,2288,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71514905,71524252,9347,2287,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1506194,1495958,10236,2287,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71420673,71482212,61539,2286,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1596455,1532514,63941,2286,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71397159,71406236,9077,2285,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1650666,1640574,10092,2285,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71337965,71381382,43417,2284,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1707726,1664532,43194,2284,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71277845,71330141,52296,2283,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1773349,1717393,55956,2283,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71146814,71276371,129557,2282,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1908324,1773608,134716,2282,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71135315,71146086,10771,2281,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1920153,1908324,11829,2281,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71126544,71133948,7404,2280,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1929724,1921765,7959,2280,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71111077,71126112,15035,2279,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1945623,1929931,15692,2279,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71079662,71104542,24880,2278,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,1978901,1951539,27362,2278,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,71045615,71079309,33694,2277,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2014984,1978901,36083,2277,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70996971,71027641,30670,2276,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2063356,2031591,31765,2276,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70968922,70976388,7466,2275,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2092127,2083417,8710,2275,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70948896,70963690,14794,2274,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2115962,2096435,19527,2274,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70940884,70947759,6875,2273,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2125189,2118081,7108,2273,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70815571,70820613,5042,2272,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2192923,2187813,5110,2272,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70791439,70809247,17808,2271,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2216598,2198562,18036,2271,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70745595,70754463,8868,2270,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2263240,2254136,9104,2270,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70728101,70745353,17252,2269,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2280757,2263240,17517,2269,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70705274,70727600,22326,2268,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2303583,2280757,22826,2268,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70614958,70683271,68313,2267,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2394159,2323697,70462,2267,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70573405,70587450,14045,2266,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2433892,2417891,16001,2266,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70491125,70555973,64848,2265,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2524317,2455833,68484,2265,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70481773,70490659,8886,2264,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2534792,2525121,9671,2264,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70429885,70467481,37596,2263,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2590010,2551327,38683,2263,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70409152,70428545,19393,2262,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2612158,2590436,21722,2262,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70403156,70408904,5748,2261,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2619971,2613381,6590,2261,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70382862,70389617,6755,2260,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2637138,2629521,7617,2260,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70367517,70372563,5046,2259,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2657158,2651480,5678,2259,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70334543,70367295,32752,2258,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2693124,2657158,35966,2258,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70315118,70333783,18665,2257,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2714258,2695299,18959,2257,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70308347,70314295,5948,2256,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2720256,2714258,5998,2256,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70245669,70302491,56822,2255,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2785515,2724725,60790,2255,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70198277,70245067,46790,2254,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2833169,2785515,47654,2254,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70167774,70197932,30158,2253,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2865470,2833169,32301,2253,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70131645,70167430,35785,2252,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2901924,2865470,36454,2252,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70113010,70131114,18104,2251,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2919884,2901924,17960,2251,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70088895,70107259,18364,2250,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2943721,2924285,19436,2250,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70061653,70082096,20443,2249,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2970263,2950035,20228,2249,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70052283,70061409,9126,2248,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,2979446,2970263,9183,2248,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70027927,70051997,24070,2247,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3005223,2979446,25777,2247,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,70011706,70026979,15273,2246,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3023444,3007593,15851,2246,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69974403,70011449,37046,2245,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3061070,3023444,37626,2245,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69931426,69974167,42741,2244,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3106312,3061070,45242,2244,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69921207,69930822,9615,2243,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3118920,3106330,12590,2243,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69903091,69913908,10817,2242,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3137176,3125052,12124,2242,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69887242,69902210,14968,2241,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3152364,3137176,15188,2241,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69874394,69886592,12198,2240,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3165466,3152364,13102,2240,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69852457,69873672,21215,2239,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3187458,3165633,21825,2239,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69802200,69852148,49948,2238,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3239224,3187819,51405,2238,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69732785,69799225,66440,2237,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3310331,3241225,69106,2237,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69697623,69715065,17442,2236,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3342237,3324763,17474,2236,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69650528,69697226,46698,2235,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3392416,3342237,50179,2235,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69635430,69649523,14093,2234,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3406543,3392416,14127,2234,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69607561,69634866,27305,2233,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3434953,3407175,27778,2233,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69502152,69606975,104823,2232,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3543560,3434953,108607,2232,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69477303,69497438,20135,2231,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3570068,3549332,20736,2231,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69447436,69476701,29265,2230,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3601453,3571197,30256,2230,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69432916,69445420,12504,2229,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3614347,3601752,12595,2229,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69413370,69421910,8540,2228,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3630472,3621974,8498,2228,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69297382,69413042,115660,2227,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3748398,3630472,117926,2227,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69256975,69283663,26688,2226,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3785727,3756660,29067,2226,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69247546,69255533,7987,2225,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3799104,3790830,8274,2225,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69220634,69246938,26304,2224,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3825930,3799608,26322,2224,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69164998,69220088,55090,2223,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3883379,3825930,57449,2223,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,69141778,69164265,22487,2222,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,3907148,3884485,22663,2222,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68997641,69141468,143827,2221,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4053656,3907148,146508,2221,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68876665,68997136,120471,2220,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4177422,4053656,123766,2220,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68786429,68851933,65504,2219,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4266797,4199396,67401,2219,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68705172,68786225,81053,2218,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4352607,4268096,84511,2218,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68692645,68702036,9391,2217,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4364464,4355052,9412,2217,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68654952,68692315,37363,2216,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4402047,4364464,37583,2216,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68636750,68654201,17451,2215,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4419688,4402047,17641,2215,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68618589,68636526,17937,2214,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4437926,4419688,18238,2214,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68598082,68617615,19533,2213,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4458032,4437926,20106,2213,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68589457,68597357,7900,2212,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4466481,4458032,8449,2212,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68578523,68586890,8367,2211,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4479001,4469487,9514,2211,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68541063,68577811,36748,2210,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4516744,4479001,37743,2210,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68521614,68540849,19235,2209,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4536393,4516744,19649,2209,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68508755,68521102,12347,2208,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4548789,4536393,12396,2208,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68487209,68507444,20235,2207,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4570356,4549550,20806,2207,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68479343,68484896,5553,2206,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4576372,4570826,5546,2206,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68462220,68479317,17097,2205,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4595923,4576601,19322,2205,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68390385,68461013,70628,2204,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4670490,4597092,73398,2204,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68371867,68389792,17925,2203,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
15,-,4688749,4671104,17645,2203,GCA_009819775,72610546,GCA_017639555.1_bCicMag1.pri.CM030197.1
12,+,68356675,68369413,12738,2202,GCA_009819775,72965497,GCA_009819775.1_bPhoRub2.pri.chr5
