Seq_id,Strand,Start,End,Length,Block
4,+,51841199,51853028,11829,2557
14,+,55774447,55787090,12643,2557
4,+,51820418,51825493,5075,2556
14,+,55754315,55759966,5651,2556
4,+,51806355,51817584,11229,2555
14,-,51605159,51592132,13027,2555
4,+,51776649,51791049,14400,2554
14,-,51641514,51625374,16140,2554
4,+,51766354,51776649,10295,2553
14,-,51654494,51643358,11136,2553
4,+,51753263,51758644,5381,2552
14,-,51666792,51661188,5604,2552
4,+,51728446,51745799,17353,2551
14,-,51694245,51675648,18597,2551
4,+,51612425,51630033,17608,2550
14,-,51822114,51803337,18777,2550
4,+,51606128,51611258,5130,2549
14,-,51828255,51822779,5476,2549
4,+,51569617,51600462,30845,2548
14,-,51868843,51834613,34230,2548
4,+,51563715,51569322,5607,2547
14,-,51875770,51869284,6486,2547
4,+,51550802,51563283,12481,2546
14,-,51888876,51875770,13106,2546
4,+,51535209,51550564,15355,2545
14,-,51906342,51889234,17108,2545
4,+,51523297,51534126,10829,2544
14,-,51926451,51915417,11034,2544
4,+,51508202,51518603,10401,2543
14,-,51941967,51929538,12429,2543
4,+,51489569,51498216,8647,2542
14,-,51961259,51950159,11100,2542
4,+,51474137,51489166,15029,2541
14,-,51984926,51967322,17604,2541
4,+,51460467,51470231,9764,2540
14,-,51999424,51987885,11539,2540
4,+,51444301,51455978,11677,2539
14,-,52017460,52002582,14878,2539
4,+,51423239,51443940,20701,2538
14,-,52042248,52020245,22003,2538
4,+,51248031,51275480,27449,2537
14,-,52234012,52203015,30997,2537
4,+,51228837,51244427,15590,2536
14,-,52259793,52242614,17179,2536
4,+,51205669,51217075,11406,2535
14,-,52288586,52276532,12054,2535
4,+,51191823,51200862,9039,2534
14,-,52303483,52293690,9793,2534
4,+,51182644,51191525,8881,2533
14,-,52314300,52304773,9527,2533
4,+,51172128,51182162,10034,2532
14,-,52325521,52314408,11113,2532
4,+,51146941,51171660,24719,2531
14,-,52356468,52328599,27869,2531
4,+,51140339,51146929,6590,2530
14,-,52364799,52357310,7489,2530
4,+,51128103,51139460,11357,2529
14,-,52379928,52367177,12751,2529
4,+,51119200,51127749,8549,2528
14,-,52391802,52381891,9911,2528
4,+,51095556,51118957,23401,2527
14,-,52418471,52392831,25640,2527
4,+,51066678,51072232,5554,2526
14,-,52445066,52439153,5913,2526
4,+,51007618,51037492,29874,2525
14,-,52513321,52479836,33485,2525
4,+,50999593,51007105,7512,2524
14,-,52524290,52516182,8108,2524
4,+,50967547,50984492,16945,2523
14,-,52559069,52540801,18268,2523
4,+,50932351,50958037,25686,2522
14,-,52593232,52565666,27566,2522
4,+,50919346,50930638,11292,2521
14,-,52605862,52593522,12340,2521
4,+,50807390,50838380,30990,2520
14,-,52726742,52693006,33736,2520
4,+,50791399,50807113,15714,2519
14,-,52747017,52730182,16835,2519
4,+,50775496,50785908,10412,2518
14,-,52765014,52753695,11319,2518
4,+,50766637,50775175,8538,2517
14,-,52774305,52765142,9163,2517
4,+,50729099,50761237,32138,2516
14,-,52811055,52775162,35893,2516
4,+,50665560,50729045,63485,2515
14,-,52879949,52814116,65833,2515
4,+,50553089,50663651,110562,2514
14,-,52993552,52882533,111019,2514
4,+,50540986,50552644,11658,2513
14,-,53012897,52999312,13585,2513
4,+,50531441,50540735,9294,2512
14,-,53024604,53013770,10834,2512
4,+,50511629,50530974,19345,2511
14,-,53045867,53024958,20909,2511
4,+,50497575,50506136,8561,2510
14,-,53061194,53052110,9084,2510
4,+,50480344,50496059,15715,2509
14,-,53078325,53061789,16536,2509
4,+,50461684,50479242,17558,2508
14,-,53097986,53079453,18533,2508
4,+,50449131,50460975,11844,2507
14,-,53112325,53099849,12476,2507
4,+,50440452,50448490,8038,2506
14,-,53120851,53112325,8526,2506
4,+,50431673,50440411,8738,2505
14,-,53131054,53121103,9951,2505
4,+,50413162,50431134,17972,2504
14,-,53151309,53131556,19753,2504
4,+,50379445,50412314,32869,2503
14,-,53186763,53151795,34968,2503
4,+,50351893,50376884,24991,2502
14,-,53218184,53192010,26174,2502
4,+,50321101,50351611,30510,2501
14,-,53253372,53218454,34918,2501
4,+,50301182,50319572,18390,2500
14,-,53281704,53261777,19927,2500
4,+,50279085,50300972,21887,2499
14,-,53307114,53283905,23209,2499
4,+,50252420,50278298,25878,2498
14,-,53336121,53308150,27971,2498
4,+,49987527,50199810,212283,2497
14,-,53627463,53392590,234873,2497
4,+,49900521,49955441,54920,2496
14,+,51475932,51536886,60954,2496
4,+,49875329,49893848,18519,2495
14,+,51446908,51467608,20700,2495
4,+,49678971,49834781,155810,2494
14,-,53908037,53743222,164815,2494
4,+,49584287,49598540,14253,2493
14,-,54010374,53994594,15780,2493
4,+,49577408,49582465,5057,2492
14,-,54016028,54010409,5619,2492
4,+,49566699,49574532,7833,2491
14,-,54027657,54019144,8513,2491
4,+,49476378,49500884,24506,2490
14,-,54128109,54100405,27704,2490
4,+,49469208,49476096,6888,2489
14,-,54138279,54130521,7758,2489
4,+,49445239,49456799,11560,2488
14,-,54165983,54153791,12192,2488
4,+,49421539,49444889,23350,2487
14,-,54191416,54166188,25228,2487
4,+,49412279,49420728,8449,2486
14,-,54200450,54191416,9034,2486
4,+,49406751,49411774,5023,2485
14,-,54207201,54200835,6366,2485
4,+,49390357,49406081,15724,2484
14,-,54224822,54207704,17118,2484
4,+,49361676,49375396,13720,2483
14,-,54256248,54241175,15073,2483
4,+,49348938,49356714,7776,2482
14,-,54274566,54265511,9055,2482
4,+,49335005,49348331,13326,2481
14,-,54289811,54275348,14463,2481
4,+,49322965,49334804,11839,2480
14,-,54304709,54291567,13142,2480
4,+,49307182,49322590,15408,2479
14,-,54321080,54304824,16256,2479
4,+,49300169,49306855,6686,2478
14,-,54328082,54321320,6762,2478
4,+,49245402,49294188,48786,2477
14,-,54379778,54328082,51696,2477
4,+,49225706,49245137,19431,2476
14,-,54402735,54381500,21235,2476
4,+,49200104,49225478,25374,2475
14,-,54431963,54403324,28639,2475
4,+,49147312,49181559,34247,2474
14,-,54492096,54456152,35944,2474
4,+,49123455,49147061,23606,2473
14,-,54516270,54492096,24174,2473
4,+,49089655,49122609,32954,2472
14,-,54550761,54516270,34491,2472
4,+,49079955,49088821,8866,2471
14,-,54561108,54551959,9149,2471
4,+,49072403,49079590,7187,2470
14,-,54570184,54561963,8221,2470
4,+,49052111,49072201,20090,2469
14,-,54593216,54570480,22736,2469
4,+,49032092,49042142,10050,2468
14,-,54610679,54600219,10460,2468
4,+,49016948,49029849,12901,2467
14,-,54628535,54611947,16588,2467
4,+,48995603,49003280,7677,2466
14,-,54655880,54647358,8522,2466
4,+,48948562,48974504,25942,2465
14,-,54712138,54685249,26889,2465
4,+,48935027,48947385,12358,2464
14,-,54726249,54712138,14111,2464
4,+,48884909,48934360,49451,2463
14,-,54786742,54732787,53955,2463
4,+,48868198,48884177,15979,2462
14,-,54809119,54791878,17241,2462
4,+,48846065,48867874,21809,2461
14,-,54832894,54809371,23523,2461
4,+,48810998,48835974,24976,2460
14,-,54872532,54844847,27685,2460
4,+,48786552,48796348,9796,2459
14,-,54901744,54891131,10613,2459
4,+,48762061,48781432,19371,2458
14,-,54929034,54907258,21776,2458
4,+,48743038,48761334,18296,2457
14,-,54948780,54929290,19490,2457
4,+,48716567,48734015,17448,2456
14,-,54975250,54956485,18765,2456
4,+,48679188,48714685,35497,2455
14,-,55019166,54979417,39749,2455
4,+,48667761,48678738,10977,2454
14,-,55033093,55021231,11862,2454
4,+,48648158,48662688,14530,2453
14,-,55051773,55036409,15364,2453
4,+,48641472,48647955,6483,2452
14,-,55058962,55052261,6701,2452
4,+,48630788,48636978,6190,2451
14,-,55068078,55061583,6495,2451
4,+,48613307,48629474,16167,2450
14,-,55086660,55069469,17191,2450
4,+,48599538,48610455,10917,2449
14,-,55102587,55091007,11580,2449
4,+,48576535,48589582,13047,2448
14,-,55125616,55112028,13588,2448
4,+,48558886,48576089,17203,2447
14,-,55145724,55126854,18870,2447
4,+,48547963,48558591,10628,2446
14,-,55157615,55146611,11004,2446
4,+,48541619,48547634,6015,2445
14,-,55164286,55157615,6671,2445
4,+,48520896,48541402,20506,2444
14,-,55187927,55164286,23641,2444
4,+,48513917,48520652,6735,2443
14,-,55197003,55188741,8262,2443
4,+,48489455,48502551,13096,2442
14,-,55219506,55205624,13882,2442
4,+,48480260,48488647,8387,2441
14,-,55228625,55219689,8936,2441
4,+,48447539,48478452,30913,2440
14,-,55267140,55233421,33719,2440
4,+,48438199,48447298,9099,2439
14,-,55280154,55270196,9958,2439
4,+,48429592,48436802,7210,2438
14,-,55296181,55288264,7917,2438
4,+,48413312,48421619,8307,2437
14,-,55317390,55306729,10661,2437
4,+,48391828,48410130,18302,2436
14,-,55341937,55321953,19984,2436
4,+,48361016,48383633,22617,2435
14,-,55391566,55367383,24183,2435
4,+,48351691,48360154,8463,2434
14,-,55402228,55393171,9057,2434
4,+,48290563,48329143,38580,2433
14,-,55469759,55428056,41703,2433
4,+,48256168,48264074,7906,2432
14,-,55503228,55495123,8105,2432
4,+,48249948,48255834,5886,2431
14,-,55509338,55503228,6110,2431
4,+,48227551,48246837,19286,2430
14,-,55531606,55511693,19913,2430
4,+,48019944,48193512,173568,2429
14,-,55745941,55566315,179626,2429
4,+,47916648,48018020,101372,2428
14,-,53743222,53627463,115759,2428
4,+,47909239,47916102,6863,2427
14,+,51468853,51475932,7079,2427
4,+,47842296,47900365,58069,2426
14,+,51377269,51439282,62013,2426
4,+,47750802,47772108,21306,2425
14,+,51277564,51299920,22356,2425
4,+,47723626,47740305,16679,2424
14,+,51248046,51266147,18101,2424
4,+,47694970,47707949,12979,2423
14,+,51216201,51231724,15523,2423
4,+,47669415,47694740,25325,2422
14,+,51186078,51213849,27771,2422
4,+,47620205,47668719,48514,2421
14,+,51129601,51181470,51869,2421
4,+,47606641,47619199,12558,2420
14,+,51115346,51129363,14017,2420
4,+,47566836,47605617,38781,2419
14,+,51071515,51113576,42061,2419
4,+,47554502,47562663,8161,2418
14,+,51044038,51054766,10728,2418
4,+,47540913,47546306,5393,2417
14,+,51023348,51029863,6515,2417
4,+,47515111,47537204,22093,2416
14,+,50991716,51016137,24421,2416
4,+,47504459,47510916,6457,2415
14,+,50972183,50978932,6749,2415
4,+,47490173,47495514,5341,2414
14,+,50959149,50964586,5437,2414
4,+,47460928,47489896,28968,2413
14,+,50927569,50958281,30712,2413
4,+,47447546,47460625,13079,2412
14,+,50913675,50927526,13851,2412
4,+,47427285,47446427,19142,2411
14,+,50893364,50913205,19841,2411
4,+,47379911,47425515,45604,2410
14,+,50837835,50886083,48248,2410
4,+,47309043,47338560,29517,2409
14,+,50758566,50789748,31182,2409
4,+,47284470,47308716,24246,2408
14,+,50731661,50758153,26492,2408
4,+,47253809,47277447,23638,2407
14,+,50700022,50725632,25610,2407
4,+,47241373,47253514,12141,2406
14,+,50686426,50699553,13127,2406
4,+,47234158,47240153,5995,2405
14,+,50677834,50685536,7702,2405
4,+,47204114,47232918,28804,2404
14,+,50642333,50674239,31906,2404
4,+,47164802,47203900,39098,2403
14,+,50597176,50639178,42002,2403
4,+,47156948,47164759,7811,2402
14,+,50585828,50594417,8589,2402
4,+,47132215,47153107,20892,2401
14,+,50559739,50581659,21920,2401
4,+,47123361,47131967,8606,2400
14,+,50551034,50559739,8705,2400
4,+,47106689,47121628,14939,2399
14,+,50533581,50549787,16206,2399
4,+,47100452,47105631,5179,2398
14,+,50526858,50533581,6723,2398
4,+,47085473,47099749,14276,2397
14,+,50508390,50523514,15124,2397
4,+,46726241,47079493,353252,2396
14,+,50134645,50508345,373700,2396
4,+,46646455,46725038,78583,2395
14,+,50052267,50133389,81122,2395
4,+,46590921,46601117,10196,2394
14,+,49991815,50002493,10678,2394
4,+,46576025,46583694,7669,2393
14,+,49977391,49985181,7790,2393
4,+,46552782,46575696,22914,2392
14,+,49954347,49977391,23044,2392
4,+,46530516,46544451,13935,2391
14,+,49930258,49944814,14556,2391
4,+,46518649,46529640,10991,2390
14,+,49911222,49923475,12253,2390
4,+,46493493,46517260,23767,2389
14,+,49885485,49910150,24665,2389
4,+,46435951,46492391,56440,2388
14,+,49824862,49884672,59810,2388
4,+,46425001,46434523,9522,2387
14,+,49814821,49824694,9873,2387
4,+,46416859,46421974,5115,2386
14,+,49807787,49813379,5592,2386
4,+,46368126,46416652,48526,2385
14,+,49757872,49807787,49915,2385
4,+,46338990,46365938,26948,2384
14,+,49726645,49755691,29046,2384
4,+,46325972,46336101,10129,2383
14,+,49713420,49724261,10841,2383
4,+,46180435,46257558,77123,2382
14,+,49558681,49640162,81481,2382
4,+,46160368,46179954,19586,2381
14,+,49538147,49558652,20505,2381
4,+,46144360,46159722,15362,2380
14,+,49518994,49537409,18415,2380
4,+,46108499,46143877,35378,2379
14,+,49479409,49517596,38187,2379
4,+,46086143,46102999,16856,2378
14,+,49458393,49475452,17059,2378
4,+,46077682,46085241,7559,2377
14,+,49450629,49458393,7764,2377
4,+,46064846,46077148,12302,2376
14,+,49438396,49450629,12233,2376
4,+,46048417,46064602,16185,2375
14,+,49421615,49438396,16781,2375
4,+,46032089,46047755,15666,2374
14,+,49403352,49420812,17460,2374
4,+,46006911,46031690,24779,2373
14,+,49374148,49401597,27449,2373
4,+,45953077,46006307,53230,2372
14,+,49317611,49373069,55458,2372
4,+,45932370,45952821,20451,2371
14,+,49293348,49314837,21489,2371
4,+,45901171,45932168,30997,2370
14,+,49259911,49292668,32757,2370
4,+,45883245,45900287,17042,2369
14,+,49240292,49258960,18668,2369
4,+,45872085,45882545,10460,2368
14,+,49226597,49238170,11573,2368
4,+,45842871,45871587,28716,2367
14,+,49193703,49225683,31980,2367
4,+,45833791,45841763,7972,2366
14,+,49184843,49193654,8811,2366
4,+,45818756,45833419,14663,2365
14,+,49168184,49184362,16178,2365
4,+,45794080,45816603,22523,2364
14,+,49142515,49166003,23488,2364
4,+,45777135,45792727,15592,2363
14,+,49126502,49142494,15992,2363
4,+,45756385,45766266,9881,2362
14,+,49103119,49113557,10438,2362
4,+,45749999,45755968,5969,2361
14,+,49096462,49103000,6538,2361
4,+,45709855,45716153,6298,2360
14,+,49056845,49063451,6606,2360
4,+,45663134,45709457,46323,2359
14,+,49003222,49054443,51221,2359
4,+,45627351,45632351,5000,2358
14,+,48966146,48971699,5553,2358
4,+,11040874,11097923,57049,1109
14,+,12151090,12209846,58756,1109
4,+,11006817,11040195,33378,1108
14,+,12109212,12146277,37065,1108
4,+,10985845,11000752,14907,1107
14,+,12090099,12106135,16036,1107
4,+,10973578,10983832,10254,1106
14,+,12079692,12090099,10407,1106
4,+,10955151,10973360,18209,1105
14,+,12061094,12079692,18598,1105
4,+,10949638,10954905,5267,1104
14,+,12054926,12060418,5492,1104
4,+,10818681,10946128,127447,1103
14,+,11916506,12048845,132339,1103
4,+,10658792,10816395,157603,1102
14,+,11747065,11915052,167987,1102
4,+,10633833,10652658,18825,1101
14,+,11720750,11746974,26224,1101
4,+,10623823,10633550,9727,1100
14,+,11710933,11720750,9817,1100
4,+,10583273,10623568,40295,1099
14,+,11665658,11708791,43133,1099
4,+,10548765,10582234,33469,1098
14,+,11631921,11665658,33737,1098
4,+,10519596,10548765,29169,1097
14,+,11601801,11631921,30120,1097
4,+,10497825,10514509,16684,1096
14,+,11579115,11596770,17655,1096
4,+,10487718,10496773,9055,1095
14,+,11569320,11578854,9534,1095
4,+,10471742,10486576,14834,1094
14,+,11552433,11567958,15525,1094
4,+,10458107,10466224,8117,1093
14,+,11535899,11545689,9790,1093
4,+,10434874,10448833,13959,1092
14,+,11509516,11525243,15727,1092
4,+,10423601,10432179,8578,1091
14,+,11498671,11507466,8795,1091
4,+,10413615,10421706,8091,1090
14,+,11488958,11498229,9271,1090
4,+,10373021,10413281,40260,1089
14,+,11446055,11488958,42903,1089
4,+,10352640,10372638,19998,1088
14,+,11425174,11445921,20747,1088
4,+,10313744,10336989,23245,1087
14,+,11379928,11405692,25764,1087
4,+,10306849,10312829,5980,1086
14,+,11371691,11378208,6517,1086
4,+,10269358,10277790,8432,1085
14,+,11331533,11340619,9086,1085
4,+,10247275,10268523,21248,1084
14,+,11308354,11330366,22012,1084
4,+,10229022,10242896,13874,1083
14,+,11288213,11303785,15572,1083
4,+,10216826,10228810,11984,1082
14,+,11265984,11280278,14294,1082
4,+,10178411,10216302,37891,1081
14,+,11226107,11265984,39877,1081
4,+,10147638,10174757,27119,1080
14,+,11192852,11223120,30268,1080
4,+,10136157,10142391,6234,1079
14,+,11182280,11188777,6497,1079
4,+,10064370,10078248,13878,1078
14,+,11102642,11118103,15461,1078
4,+,10035195,10064031,28836,1077
14,+,11072461,11102519,30058,1077
4,+,10012377,10034168,21791,1076
14,+,11049967,11072461,22494,1076
4,+,9999305,10012130,12825,1075
14,+,11033859,11047035,13176,1075
4,+,9964030,9998936,34906,1074
14,+,10994303,11031776,37473,1074
4,+,9951170,9963694,12524,1073
14,+,10981461,10994303,12842,1073
4,+,9631670,9937450,305780,1072
14,+,10644091,10965903,321812,1072
4,+,9476164,9630010,153846,1071
14,+,10484114,10642401,158287,1071
4,+,9413385,9421942,8557,1070
14,+,10411385,10420502,9117,1070
4,+,9387516,9409463,21947,1069
14,+,10383981,10407249,23268,1069
4,+,9339121,9385843,46722,1068
14,+,10336197,10383981,47784,1068
4,+,9323841,9338599,14758,1067
14,+,10321477,10336197,14720,1067
4,+,9288324,9322048,33724,1066
14,+,10286313,10321477,35164,1066
4,+,9273925,9284002,10077,1065
14,+,10272156,10282703,10547,1065
4,+,9266764,9273920,7156,1064
14,+,10254961,10262481,7520,1064
4,+,9231438,9262898,31460,1063
14,+,10215858,10250107,34249,1063
4,+,9206571,9231011,24440,1062
14,+,10189924,10215858,25934,1062
4,+,9174989,9205498,30509,1061
14,+,10156703,10188947,32244,1061
4,+,9160339,9173426,13087,1060
14,+,10141469,10155324,13855,1060
4,+,9124703,9145311,20608,1059
14,+,10096464,10121199,24735,1059
4,+,9093636,9119272,25636,1058
14,+,10065531,10093832,28301,1058
4,+,9085752,9091530,5778,1057
14,+,10059614,10065531,5917,1057
4,+,9019551,9024769,5218,1056
14,+,9992027,9997376,5349,1056
4,+,8947096,9018891,71795,1055
14,+,9917024,9992027,75003,1055
4,+,8879445,8946780,67335,1054
14,+,9839204,9910140,70936,1054
4,+,8869775,8878415,8640,1053
14,+,9824859,9835299,10440,1053
4,+,8848094,8864281,16187,1052
14,+,9801795,9818701,16906,1052
4,+,8840301,8847365,7064,1051
14,+,9793198,9800715,7517,1051
4,+,8810553,8829411,18858,1050
14,+,9757910,9780067,22157,1050
4,+,8797041,8809073,12032,1049
14,+,9745149,9757876,12727,1049
4,+,8784338,8791756,7418,1048
14,+,9732014,9739776,7762,1048
4,+,8687906,8731516,43610,1047
14,+,9631473,9678318,46845,1047
4,+,8653434,8658775,5341,1046
14,+,9593881,9599809,5928,1046
4,+,8631799,8643863,12064,1045
14,+,9570200,9582309,12109,1045
4,+,8620327,8630402,10075,1044
14,+,9558995,9569708,10713,1044
4,+,8565540,8570718,5178,1043
14,+,9500054,9505556,5502,1043
4,+,8527208,8565184,37976,1042
14,+,9461023,9500054,39031,1042
4,+,8519604,8526961,7357,1041
14,+,9452222,9460143,7921,1041
4,+,8457412,8518555,61143,1040
14,+,9388795,9452024,63229,1040
4,+,8443199,8457099,13900,1039
14,+,9374533,9388795,14262,1039
4,+,8428048,8442751,14703,1038
14,+,9356611,9373529,16918,1038
4,+,8196789,8418504,221715,1037
14,+,9114764,9342156,227392,1037
4,+,8102952,8191843,88891,1036
14,+,9015029,9108406,93377,1036
4,+,8070966,8102187,31221,1035
14,+,8982933,9015029,32096,1035
4,+,8063812,8070713,6901,1034
14,+,8975950,8982933,6983,1034
4,+,8009161,8063536,54375,1033
14,+,8916885,8973062,56177,1033
4,+,7988451,8008394,19943,1032
14,+,8892935,8915262,22327,1032
4,+,7979613,7987977,8364,1031
14,+,8882091,8890895,8804,1031
4,+,7967041,7979254,12213,1030
14,+,8869832,8882091,12259,1030
4,+,7948767,7962384,13617,1029
14,+,8850515,8866186,15671,1029
4,+,7921321,7948047,26726,1028
14,+,8821453,8849770,28317,1028
4,+,7912803,7921009,8206,1027
14,+,8812645,8821358,8713,1027
4,+,7858570,7873911,15341,1026
14,+,8751026,8767616,16590,1026
4,+,7816792,7835198,18406,1025
14,+,8705347,8725516,20169,1025
4,+,7770671,7816194,45523,1024
14,+,8652619,8702437,49818,1024
4,+,7692814,7770424,77610,1023
14,+,8573262,8652619,79357,1023
4,+,7686304,7692461,6157,1022
14,+,8566835,8573262,6427,1022
4,+,7673512,7686035,12523,1021
14,+,8553394,8566701,13307,1021
4,+,7653114,7673294,20180,1020
14,+,8532375,8553131,20756,1020
4,+,7609268,7644706,35438,1019
14,+,8487845,8524577,36732,1019
4,+,7526591,7608562,81971,1018
14,+,8397900,8485390,87490,1018
4,+,7487267,7522445,35178,1017
14,+,8353022,8389889,36867,1017
4,+,7462945,7483598,20653,1016
14,+,8327304,8350205,22901,1016
4,+,7450807,7457473,6666,1015
14,+,8313268,8321309,8041,1015
4,+,7420261,7450606,30345,1014
14,+,8278346,8310590,32244,1014
4,+,7399253,7419282,20029,1013
14,+,8253276,8275657,22381,1013
4,+,7360760,7398887,38127,1012
14,+,8209042,8250749,41707,1012
4,+,7288049,7357303,69254,1011
14,+,8133451,8205662,72211,1011
4,+,7267720,7287388,19668,1010
14,+,8109637,8130714,21077,1010
4,+,7246968,7267436,20468,1009
14,+,8087475,8109063,21588,1009
4,+,7227651,7241422,13771,1008
14,+,8064581,8080849,16268,1008
4,+,7221067,7227338,6271,1007
14,+,8058103,8064581,6478,1007
4,+,7175430,7220728,45298,1006
14,+,8009031,8056626,47595,1006
4,+,7150229,7163480,13251,1005
14,+,7983599,7996775,13176,1005
4,+,7122886,7149784,26898,1004
14,+,7956402,7983599,27197,1004
4,+,7107088,7122662,15574,1003
14,+,7940345,7956402,16057,1003
4,+,7097339,7106395,9056,1002
14,+,7931266,7940345,9079,1002
4,+,7075914,7096862,20948,1001
14,+,7906457,7929872,23415,1001
4,+,6963310,7021548,58238,1000
14,+,7788569,7849502,60933,1000
4,+,6895970,6902427,6457,999
14,+,7720834,7727506,6672,999
4,+,6878623,6894326,15703,998
14,+,7704179,7720618,16439,998
4,+,6862355,6876799,14444,997
14,+,7688620,7703253,14633,997
4,+,6847695,6860090,12395,996
14,+,7675795,7688620,12825,996
4,+,6814424,6847033,32609,995
14,+,7639346,7675795,36449,995
4,+,6806375,6813041,6666,994
14,+,7628924,7636115,7191,994
4,+,6793434,6805623,12189,993
14,+,7616592,7628924,12332,993
4,+,6765606,6790077,24471,992
14,+,7583151,7608894,25743,992
4,+,6732450,6765202,32752,991
14,+,7547773,7582655,34882,991
4,+,6706006,6713824,7818,990
14,+,7522524,7531257,8733,990
4,+,6690313,6705240,14927,989
14,+,7501950,7519919,17969,989
4,+,6635463,6666933,31470,988
14,+,7441873,7476188,34315,988
4,+,6586533,6630364,43831,987
14,+,7391085,7437115,46030,987
4,+,6554689,6567614,12925,986
14,+,7358458,7371651,13193,986
4,+,6526810,6549177,22367,985
14,+,7328873,7352819,23946,985
4,+,6502408,6526370,23962,984
14,+,7304712,7328873,24161,984
4,+,6400401,6486011,85610,983
14,+,7194178,7285325,91147,983
4,+,6382165,6400401,18236,982
14,+,7174483,7193586,19103,982
4,+,6341960,6381636,39676,981
14,+,7132734,7174483,41749,981
4,+,6328469,6341643,13174,980
14,+,7117902,7132734,14832,980
4,+,6278124,6293953,15829,979
14,+,7060798,7078970,18172,979
4,+,6251594,6267910,16316,978
14,+,7030221,7049573,19352,978
4,+,6243687,6250480,6793,977
14,+,7023181,7030198,7017,977
4,+,6222038,6241360,19322,976
14,+,7000829,7023181,22352,976
4,+,6214547,6221509,6962,975
14,+,6992148,6999855,7707,975
4,+,6195170,6214208,19038,974
14,+,6969343,6990415,21072,974
4,+,6174267,6189985,15718,973
14,+,6945162,6962863,17701,973
4,+,6122788,6174045,51257,972
14,+,6888392,6943208,54816,972
4,+,6100022,6119802,19780,971
14,+,6865604,6886121,20517,971
4,+,6076421,6099651,23230,970
14,+,6840082,6865604,25522,970
4,+,6058202,6076067,17865,969
14,+,6820527,6840082,19555,969
4,+,6013524,6057643,44119,968
14,+,6774164,6820527,46363,968
4,+,5999856,6012805,12949,967
14,+,6760552,6774032,13480,967
4,+,5929812,5999626,69814,966
14,+,6684030,6759995,75965,966
4,+,5921019,5929249,8230,965
14,+,6672948,6683956,11008,965
4,+,5893848,5917912,24064,964
14,+,6644811,6670665,25854,964
4,+,5873337,5883029,9692,963
14,+,6622526,6633764,11238,963
4,+,5856704,5862387,5683,962
14,+,6603775,6609937,6162,962
4,+,5843215,5856502,13287,961
14,+,6587918,6602749,14831,961
4,+,5825242,5834827,9585,960
14,+,6534747,6544688,9941,960
4,+,5779279,5824864,45585,959
14,+,6488205,6534747,46542,959
4,+,5763749,5779005,15256,958
14,+,6468456,6487141,18685,958
4,+,5719004,5749992,30988,957
14,+,6421744,6454532,32788,957
4,+,5704889,5718532,13643,956
14,+,6405665,6420359,14694,956
4,+,5693530,5704578,11048,955
14,+,6394066,6405665,11599,955
4,+,5672261,5690696,18435,954
14,+,6360703,6380922,20219,954
4,+,5659844,5666993,7149,953
14,+,6349138,6356422,7284,953
