Seq_id,Strand,Start,End,Length,Block
13,+,83265099,83285687,20588,2796
20,+,66795701,66811827,16126,2796
13,+,83228864,83255067,26203,2795
20,+,66774940,66795114,20174,2795
13,+,83188325,83206920,18595,2794
20,+,66752671,66768072,15401,2794
13,+,83134097,83162151,28054,2793
20,+,66728233,66751431,23198,2793
13,+,83093499,83129531,36032,2792
20,+,66697992,66728015,30023,2792
13,+,83076798,83091460,14662,2791
20,+,66685538,66697898,12360,2791
13,+,83024783,83066935,42152,2790
20,+,66651807,66684594,32787,2790
13,+,83005825,83018074,12249,2789
20,+,66642225,66651602,9377,2789
13,+,82974407,82990155,15748,2788
20,+,66623021,66635947,12926,2788
13,+,82960497,82970375,9878,2787
20,+,66614479,66622747,8268,2787
13,+,82815869,82936158,120289,2786
20,+,66511413,66612055,100642,2786
13,+,82793798,82810118,16320,2785
20,+,66493633,66507232,13599,2785
13,+,82698669,82774025,75356,2784
20,+,66428529,66491582,63053,2784
13,+,82636998,82668929,31931,2783
20,+,66394940,66420248,25308,2783
13,+,82583028,82623493,40465,2782
20,+,66362410,66394318,31908,2782
13,+,82546724,82563975,17251,2781
20,+,66349457,66361728,12271,2781
13,+,82521492,82530574,9082,2780
20,+,66339151,66346144,6993,2780
13,+,82493449,82505132,11683,2779
20,+,66323879,66333810,9931,2779
13,+,82475716,82490657,14941,2778
20,+,66312753,66323520,10767,2778
13,+,82424189,82465194,41005,2777
20,+,66279119,66312519,33400,2777
13,+,82372745,82417617,44872,2776
20,+,66247525,66278507,30982,2776
13,+,82347449,82363838,16389,2775
20,+,66211296,66223905,12609,2775
13,+,82308139,82340453,32314,2774
20,+,66182919,66210338,27419,2774
13,+,82212310,82293949,81639,2773
20,+,66113235,66182679,69444,2773
13,+,82165348,82191628,26280,2772
20,+,66079451,66098872,19421,2772
13,+,82145728,82158214,12486,2771
20,+,66067830,66077693,9863,2771
13,+,82097421,82133897,36476,2770
20,+,66037967,66067563,29596,2770
13,+,82082247,82094529,12282,2769
20,+,66027185,66037352,10167,2769
13,+,82051033,82072916,21883,2768
20,+,66009245,66026559,17314,2768
13,+,81990572,82039904,49332,2767
20,+,65967355,66008997,41642,2767
13,+,81944624,81979084,34460,2766
20,+,65935204,65964067,28863,2766
13,+,81859963,81920754,60791,2765
20,+,65882167,65934875,52708,2765
13,+,81844364,81857196,12832,2764
20,+,65870048,65881640,11592,2764
13,+,81830530,81843922,13392,2763
20,+,65857936,65869837,11901,2763
13,+,81804392,81817387,12995,2762
20,+,65847083,65857598,10515,2762
13,+,81794494,81801174,6680,2761
20,+,65839633,65845358,5725,2761
13,+,81777444,81793237,15793,2760
20,+,65824103,65838394,14291,2760
13,+,81745720,81768735,23015,2759
20,+,65802230,65821403,19173,2759
13,+,81688974,81736650,47676,2758
20,+,65760557,65800677,40120,2758
13,+,81681171,81688185,7014,2757
20,+,65754031,65760322,6291,2757
13,+,81587811,81661292,73481,2756
20,+,65688263,65753259,64996,2756
13,+,81576960,81583251,6291,2755
20,+,65679376,65684558,5182,2755
13,+,81492114,81536111,43997,2754
20,+,65628645,65668177,39532,2754
13,+,81463069,81487736,24667,2753
20,+,65606817,65628349,21532,2753
13,+,81428115,81434182,6067,2752
20,+,65587304,65592390,5086,2752
13,+,81379233,81415531,36298,2751
20,+,65549208,65581604,32396,2751
13,+,81360492,81375320,14828,2750
20,+,65536300,65548035,11735,2750
13,+,81326618,81356416,29798,2749
20,+,65510181,65536281,26100,2749
13,+,81292544,81320778,28234,2748
20,+,65485363,65508367,23004,2748
13,+,81250023,81284748,34725,2747
20,+,65457175,65485158,27983,2747
13,+,81228577,81245904,17327,2746
20,+,65440484,65454016,13532,2746
13,+,81185539,81215848,30309,2745
20,+,65416020,65439918,23898,2745
13,+,81122761,81172114,49353,2744
20,+,65371614,65413290,41676,2744
13,+,81082502,81116162,33660,2743
20,+,65341968,65371292,29324,2743
13,+,81063381,81078705,15324,2742
20,+,65328775,65341739,12964,2742
13,+,80971468,80998125,26657,2741
20,+,65284148,65305374,21226,2741
13,+,80941621,80957501,15880,2740
20,+,65268120,65281706,13586,2740
13,+,80923248,80939700,16452,2739
20,+,65254385,65267826,13441,2739
13,+,80903559,80917796,14237,2738
20,+,65242140,65254165,12025,2738
13,+,80848777,80894937,46160,2737
20,+,65202786,65241492,38706,2737
13,+,80836676,80842214,5538,2736
20,+,65196750,65201754,5004,2736
13,+,80788536,80816373,27837,2735
20,+,65173259,65196214,22955,2735
13,+,80759972,80778214,18242,2734
20,+,65158788,65172871,14083,2734
13,+,80686416,80737271,50855,2733
20,+,65115367,65158443,43076,2733
13,+,80671676,80680212,8536,2732
20,+,65107578,65114795,7217,2732
13,+,80620168,80661566,41398,2731
20,+,65072280,65106968,34688,2731
13,+,80589904,80609902,19998,2730
20,+,65055159,65072091,16932,2730
13,+,80534975,80573829,38854,2729
20,+,65023149,65049800,26651,2729
13,+,80487629,80502503,14874,2728
20,+,64998664,65011249,12585,2728
13,+,80471620,80478815,7195,2727
20,+,64992317,64998125,5808,2727
13,+,80428738,80451098,22360,2726
20,+,64972873,64991874,19001,2726
13,+,80390003,80409169,19166,2725
20,+,64956857,64972652,15795,2725
13,+,80312829,80349326,36497,2724
20,+,64912619,64936631,24012,2724
13,+,80256573,80269808,13235,2723
20,+,64883291,64894379,11088,2723
13,+,80231207,80239414,8207,2722
20,+,64874688,64881279,6591,2722
13,+,80201876,80211322,9446,2721
20,+,64857414,64864983,7569,2721
13,+,80141680,80176004,34324,2720
20,+,64823895,64852541,28646,2720
13,+,80101457,80127614,26157,2719
20,+,64802076,64823195,21119,2719
13,+,80007003,80046409,39406,2718
20,+,64747165,64780492,33327,2718
13,+,79965102,79985916,20814,2717
20,+,64725357,64743306,17949,2717
13,+,79927095,79956683,29588,2716
20,+,64698814,64724717,25903,2716
13,+,79796532,79885298,88766,2715
20,+,64609633,64685948,76315,2715
13,+,79683926,79769446,85520,2714
20,+,64534724,64609385,74661,2714
13,+,79594320,79675100,80780,2713
20,+,64468395,64534387,65992,2713
13,+,79586010,79592175,6165,2712
20,+,64453072,64458509,5437,2712
13,+,79537438,79555856,18418,2711
20,+,64418731,64434641,15910,2711
13,+,79523453,79537041,13588,2710
20,+,64406286,64418115,11829,2710
13,+,79457780,79515940,58160,2709
20,+,64355895,64405951,50056,2709
13,+,79349089,79439105,90016,2708
20,+,64273551,64352411,78860,2708
13,+,79307334,79338141,30807,2707
20,+,64245784,64273067,27283,2707
13,+,79238102,79290881,52779,2706
20,+,64198413,64245390,46977,2706
13,+,79221991,79231136,9145,2705
20,+,64185470,64192837,7367,2705
13,+,79209655,79221991,12336,2704
20,+,64174588,64185268,10680,2704
13,+,79185413,79207284,21871,2703
20,+,64156453,64174330,17877,2703
13,+,79140275,79176014,35739,2702
20,+,64122614,64154503,31889,2702
13,+,79056150,79122204,66054,2701
20,+,64068173,64122059,53886,2701
13,+,79037986,79050563,12577,2700
20,+,64056100,64066412,10312,2700
13,+,79016060,79032671,16611,2699
20,+,64041193,64055848,14655,2699
13,+,78862514,78989970,127456,2698
20,+,63930642,64033149,102507,2698
13,+,78796947,78847588,50641,2697
20,+,63885389,63929256,43867,2697
13,+,78716006,78776226,60220,2696
20,+,63832410,63885122,52712,2696
13,+,78690784,78715444,24660,2695
20,+,63809850,63832135,22285,2695
13,+,78613554,78673042,59488,2694
20,+,63759651,63809559,49908,2694
13,+,78578286,78599350,21064,2693
20,+,63743077,63759420,16343,2693
13,+,78537953,78564747,26794,2692
20,+,63717714,63739096,21382,2692
13,+,78528812,78537953,9141,2691
20,+,63710190,63717164,6974,2691
13,+,78495150,78509566,14416,2690
20,+,63689261,63701373,12112,2690
13,+,78485012,78491128,6116,2689
20,-,63689257,63683928,5329,2689
13,+,78383898,78480644,96746,2688
20,+,63607270,63683109,75839,2688
13,+,78157476,78336595,179119,2687
20,+,63452358,63606379,154021,2687
13,+,78122698,78136658,13960,2686
20,+,63434282,63446017,11735,2686
13,+,78067329,78094058,26729,2685
20,+,63402138,63425751,23613,2685
13,+,78033941,78059023,25082,2684
20,+,63381683,63401715,20032,2684
13,+,78024955,78031144,6189,2683
20,+,63376008,63381341,5333,2683
13,+,78001306,78022773,21467,2682
20,+,63357561,63375653,18092,2682
13,+,77955738,77991912,36174,2681
20,+,63324829,63356121,31292,2681
13,+,77834657,77859447,24790,2680
20,+,63228797,63250451,21654,2680
13,+,77818331,77830082,11751,2679
20,+,63218945,63228539,9594,2679
13,+,77782090,77813207,31117,2678
20,+,63190328,63218302,27974,2678
13,+,77758560,77780240,21680,2677
20,+,63171155,63189886,18731,2677
13,+,77731926,77752836,20910,2676
20,+,63150625,63168521,17896,2676
13,+,77725269,77731926,6657,2675
20,+,63144968,63150391,5423,2675
13,+,77696393,77717716,21323,2674
20,+,63125752,63144759,19007,2674
13,+,77636286,77686789,50503,2673
20,+,63074672,63120594,45922,2673
13,+,77614538,77629576,15038,2672
20,+,63059516,63072649,13133,2672
13,+,77572988,77594724,21736,2671
20,+,63028916,63047426,18510,2671
13,+,77561327,77568446,7119,2670
20,+,63022943,63028649,5706,2670
13,+,77528066,77541992,13926,2669
20,+,62993354,63005021,11667,2669
13,+,77426452,77513882,87430,2668
20,+,62914769,62993109,78340,2668
13,+,77388145,77421013,32868,2667
20,+,62886494,62914445,27951,2667
13,+,77339290,77371788,32498,2666
20,+,62852007,62878845,26838,2666
13,+,77300240,77335330,35090,2665
20,+,62821820,62850910,29090,2665
13,+,77286512,77298780,12268,2664
20,+,62810558,62821575,11017,2664
13,+,77266526,77282384,15858,2663
20,+,62795706,62810349,14643,2663
13,+,77258047,77265493,7446,2662
20,+,62789084,62795095,6011,2662
13,+,77234440,77247418,12978,2661
20,+,62768241,62780305,12064,2661
13,+,77220309,77234440,14131,2660
20,+,62755174,62767333,12159,2660
13,+,77126880,77204312,77432,2659
20,+,62686767,62754746,67979,2659
13,+,77109857,77119208,9351,2658
20,+,62674085,62682492,8407,2658
13,+,77058335,77101938,43603,2657
20,+,62636265,62673458,37193,2657
13,+,77029861,77047382,17521,2656
20,+,62622156,62636265,14109,2656
13,+,76992595,77006997,14402,2655
20,+,62592201,62605218,13017,2655
13,+,76972834,76983105,10271,2654
20,+,62573492,62582457,8965,2654
13,+,76959225,76969068,9843,2653
20,+,62554213,62563299,9086,2653
13,+,76907242,76948051,40809,2652
20,+,62515467,62550982,35515,2652
13,+,76883305,76906090,22785,2651
20,+,62493918,62514915,20997,2651
13,+,76848905,76873292,24387,2650
20,+,62470908,62492067,21159,2650
13,+,76832096,76847148,15052,2649
20,+,62456767,62470570,13803,2649
13,+,76805014,76819850,14836,2648
20,+,62434154,62447711,13557,2648
13,+,76793424,76801715,8291,2647
20,+,62422780,62430990,8210,2647
13,+,76740006,76785062,45056,2646
20,+,62383040,62422165,39125,2646
13,+,76681748,76715541,33793,2645
20,+,62336691,62366522,29831,2645
13,+,76672260,76681332,9072,2644
20,+,62328315,62336421,8106,2644
13,+,76625533,76665680,40147,2643
20,+,62288376,62324987,36611,2643
13,+,76609223,76624834,15611,2642
20,+,62273729,62288079,14350,2642
13,+,76540638,76579918,39280,2641
20,+,62214638,62249699,35061,2641
13,+,76525114,76538198,13084,2640
20,+,62202415,62214377,11962,2640
13,+,76516636,76525078,8442,2639
20,+,62194132,62201661,7529,2639
13,+,76506066,76516285,10219,2638
20,+,62184590,62193492,8902,2638
13,+,76486489,76504803,18314,2637
20,+,62167445,62183800,16355,2637
13,+,76480179,76486438,6259,2636
20,+,62161281,62167120,5839,2636
13,+,76460276,76472760,12484,2635
20,+,62141936,62153952,12016,2635
13,+,76451934,76459145,7211,2634
20,+,62134941,62141639,6698,2634
13,+,76432915,76451215,18300,2633
20,+,62118195,62134712,16517,2633
13,+,76416216,76432343,16127,2632
20,+,62103079,62117753,14674,2632
13,+,76406023,76416216,10193,2631
20,+,62093495,62102779,9284,2631
13,+,76374894,76389172,14278,2630
20,+,62075567,62086744,11177,2630
13,+,76339792,76369507,29715,2629
20,+,62048723,62074896,26173,2629
13,+,76328744,76339792,11048,2628
20,+,62037544,62047655,10111,2628
13,+,76305765,76327731,21966,2627
20,+,62017420,62037029,19609,2627
13,+,76282096,76300335,18239,2626
20,+,62001767,62017008,15241,2626
13,+,76211340,76232538,21198,2625
20,+,61942802,61961482,18680,2625
13,+,76150541,76199466,48925,2624
20,+,61897867,61938357,40490,2624
13,+,76130366,76141158,10792,2623
20,+,61887882,61897265,9383,2623
13,+,76058833,76076184,17351,2622
20,+,61838174,61852747,14573,2622
13,+,76042562,76055522,12960,2621
20,+,61826824,61837578,10754,2621
13,+,76032141,76038877,6736,2620
20,+,61814615,61820573,5958,2620
13,+,75994153,76019996,25843,2619
20,+,61785542,61807674,22132,2619
13,+,75980285,75993630,13345,2618
20,+,61773783,61785321,11538,2618
13,+,75947207,75971182,23975,2617
20,+,61753658,61773186,19528,2617
13,+,75911458,75945586,34128,2616
20,+,61725789,61752830,27041,2616
13,+,75796155,75874557,78402,2615
20,+,61660325,61725584,65259,2615
13,+,75779804,75794106,14302,2614
20,+,61648586,61660030,11444,2614
13,+,75740346,75774859,34513,2613
20,+,61618481,61648537,30056,2613
13,+,75711987,75737698,25711,2612
20,+,61596313,61618050,21737,2612
13,+,75685560,75710024,24464,2611
20,+,61575273,61595981,20708,2611
13,+,75670424,75678047,7623,2610
20,+,61563251,61570338,7087,2610
13,+,75648492,75668997,20505,2609
20,+,61544187,61561854,17667,2609
13,+,75634232,75641183,6951,2608
20,+,61536548,61542502,5954,2608
13,+,75627109,75633127,6018,2607
20,+,61530532,61536133,5601,2607
13,+,75613311,75620023,6712,2606
20,+,61521037,61526591,5554,2606
13,+,75510457,75609963,99506,2605
20,+,61431646,61477373,45727,2605
13,+,75435832,75465146,29314,2604
20,+,70952967,70973948,20981,2604
13,+,75369719,75400938,31219,2603
20,+,70916434,70941385,24951,2603
13,+,75332855,75352703,19848,2602
20,+,70895169,70912255,17086,2602
13,+,75308375,75320961,12586,2601
20,+,70875236,70884655,9419,2601
13,+,75247146,75288243,41097,2600
20,+,70830642,70867420,36778,2600
13,+,75124527,75236999,112472,2599
20,+,70731533,70825096,93563,2599
13,+,75076324,75105870,29546,2598
20,+,70693618,70719148,25530,2598
13,+,75038001,75062892,24891,2597
20,+,70668713,70690374,21661,2597
13,+,75026361,75033155,6794,2596
20,+,70662412,70668496,6084,2596
13,+,75006034,75025624,19590,2595
20,+,70644882,70662004,17122,2595
13,+,74956983,74995815,38832,2594
20,+,70609189,70644646,35457,2594
13,+,74930048,74950495,20447,2593
20,+,70591021,70608779,17758,2593
13,+,74907891,74928766,20875,2592
20,+,70571711,70590820,19109,2592
13,+,74829807,74885030,55223,2591
20,+,70513854,70561631,47777,2591
13,+,74807346,74813553,6207,2590
20,-,70830642,70825096,5546,2590
13,+,74756031,74800663,44632,2589
20,+,70477081,70513820,36739,2589
13,+,74649637,74753617,103980,2588
20,-,70447322,70382235,65087,2588
13,+,74624199,74634538,10339,2587
20,-,70457322,70448528,8794,2587
13,+,74580395,74606830,26435,2586
20,-,70477079,70459948,17131,2586
13,+,74416674,74580395,163721,2585
20,+,70258716,70382235,123519,2585
13,+,74377973,74393026,15053,2584
20,+,70229584,70242549,12965,2584
13,+,74312363,74319668,7305,2583
20,+,70176775,70183056,6281,2583
13,+,74281945,74307022,25077,2582
20,+,70155382,70176387,21005,2582
13,+,74261192,74269247,8055,2581
20,+,70134998,70142285,7287,2581
13,+,74235371,74257092,21721,2580
20,+,70113241,70132058,18817,2580
13,+,74214414,74234111,19697,2579
20,+,70095183,70113241,18058,2579
13,+,74207096,74213743,6647,2578
20,+,70089035,70094955,5920,2578
13,+,74197623,74206208,8585,2577
20,+,70080817,70088721,7904,2577
13,+,74176768,74182939,6171,2576
20,+,70065699,70071016,5317,2576
13,+,74150393,74176278,25885,2575
20,+,70042990,70065482,22492,2575
13,+,74143214,74150393,7179,2574
20,+,70035037,70041839,6802,2574
13,+,74126971,74138132,11161,2573
20,+,70024891,70034807,9916,2573
13,+,74100424,74115428,15004,2572
20,+,70005650,70018850,13200,2572
13,+,74093964,74100424,6460,2571
20,+,69999229,70005277,6048,2571
13,+,74076102,74084711,8609,2570
20,+,69981945,69990086,8141,2570
13,+,74017400,74027414,10014,2569
20,+,69920898,69929869,8971,2569
13,+,73993795,74017187,23392,2568
20,+,69898688,69919879,21191,2568
13,+,73987323,73993795,6472,2567
20,+,69892203,69898017,5814,2567
13,+,73934061,73964828,30767,2566
20,+,69849408,69875356,25948,2566
13,+,73918526,73928805,10279,2565
20,+,69836077,69845565,9488,2565
13,+,73903341,73911957,8616,2564
20,+,69823304,69830774,7470,2564
13,+,73895711,73902556,6845,2563
20,+,69816615,69822889,6274,2563
13,+,73874016,73881391,7375,2562
20,+,69795388,69801974,6586,2562
13,+,73670372,73677157,6785,2561
20,+,69618688,69624731,6043,2561
13,+,73661630,73669820,8190,2560
20,+,69610773,69618290,7517,2560
13,+,73641705,73658953,17248,2559
20,+,69594829,69610306,15477,2559
13,+,73616973,73639309,22336,2558
20,+,69570284,69591736,21452,2558
13,+,73604966,73616973,12007,2557
20,+,69558179,69570003,11824,2557
13,+,73587110,73597185,10075,2556
20,+,69545902,69554864,8962,2556
13,+,73566350,73572818,6468,2555
20,+,69526627,69532618,5991,2555
13,+,73536216,73561263,25047,2554
20,+,69500724,69521968,21244,2554
13,+,73503695,73515787,12092,2553
20,+,69473808,69485060,11252,2553
13,+,73477180,73495157,17977,2552
20,+,69453214,69469838,16624,2552
13,+,73438625,73471675,33050,2551
20,+,69421874,69452353,30479,2551
13,+,73414423,73435443,21020,2550
20,+,69400205,69418257,18052,2550
13,+,73394858,73412445,17587,2549
20,+,69383939,69399581,15642,2549
13,+,73385551,73393800,8249,2548
20,+,69376237,69383474,7237,2548
13,+,73344056,73377271,33215,2547
20,+,69337500,69368114,30614,2547
13,+,73319902,73339439,19537,2546
20,+,69314526,69332916,18390,2546
13,+,73299784,73306591,6807,2545
20,+,69293671,69298987,5316,2545
13,+,73272498,73295112,22614,2544
20,+,69269028,69288865,19837,2544
13,+,73259280,73270998,11718,2543
20,+,69258372,69268738,10366,2543
13,+,73252924,73258785,5861,2542
20,+,69253007,69258150,5143,2542
13,+,73231976,73249745,17769,2541
20,+,69232089,69248746,16657,2541
13,+,73209100,73221193,12093,2540
20,+,69213477,69223689,10212,2540
13,+,73190165,73209100,18935,2539
20,+,69195983,69213179,17196,2539
13,+,73125333,73142039,16706,2538
20,+,69135515,69151553,16038,2538
13,+,73096575,73120973,24398,2537
20,+,69113215,69135217,22002,2537
13,+,73058758,73066793,8035,2536
20,+,69084804,69091911,7107,2536
13,+,72886364,72911239,24875,2535
20,+,68950143,68970823,20680,2535
13,+,72851187,72881498,30311,2534
20,+,68922699,68949401,26702,2534
13,+,72828134,72849511,21377,2533
20,+,68900933,68920123,19190,2533
13,+,72815246,72825289,10043,2532
20,+,68890715,68899988,9273,2532
13,+,72775540,72801009,25469,2531
20,+,68863085,68883732,20647,2531
13,+,72760317,72767261,6944,2530
20,+,68855058,68861144,6086,2530
13,+,72753495,72760072,6577,2529
20,+,68848310,68854335,6025,2529
13,+,72686928,72720266,33338,2528
20,+,68798345,68828674,30329,2528
13,+,72654674,72678115,23441,2527
20,+,68773149,68794189,21040,2527
13,+,72617471,72640144,22673,2526
20,+,68742378,68762823,20445,2526
13,+,72592774,72606760,13986,2525
20,+,68723869,68736381,12512,2525
13,+,72557617,72582250,24633,2524
20,+,68701595,68722715,21120,2524
13,+,72549680,72557617,7937,2523
20,+,68693722,68701074,7352,2523
13,+,72536651,72546128,9477,2522
20,+,68685592,68693501,7909,2522
13,+,72510062,72519205,9143,2521
20,+,68670182,68676776,6594,2521
13,+,72486042,72507948,21906,2520
20,+,68650046,68669574,19528,2520
13,+,72431436,72448423,16987,2519
20,+,68607051,68620984,13933,2519
13,+,72419982,72425951,5969,2518
20,+,68596491,68601715,5224,2518
13,+,72401828,72415885,14057,2517
20,+,68582485,68595212,12727,2517
13,+,72356823,72383627,26804,2516
20,+,68554720,68576783,22063,2516
13,+,72344339,72352542,8203,2515
20,+,68547788,68554156,6368,2515
13,+,72317711,72338360,20649,2514
20,+,68529567,68547541,17974,2514
13,+,72302574,72312288,9714,2513
20,+,68519762,68528183,8421,2513
13,+,72247844,72257604,9760,2512
20,+,68487988,68497016,9028,2512
13,+,72231076,72242327,11251,2511
20,+,68477851,68487390,9539,2511
13,+,72196086,72214425,18339,2510
20,+,68459326,68474042,14716,2510
13,+,72179937,72191483,11546,2509
20,+,68448073,68458421,10348,2509
13,+,72166014,72177745,11731,2508
20,+,68436768,68447449,10681,2508
13,+,72144726,72157468,12742,2507
20,+,68421054,68432431,11377,2507
13,+,72123344,72141265,17921,2506
20,+,68400036,68416336,16300,2506
13,+,72117923,72123344,5421,2505
20,+,68394367,68399401,5034,2505
13,+,72109785,72117178,7393,2504
20,+,68387574,68393743,6169,2504
13,+,72080591,72107502,26911,2503
20,+,68362459,68386901,24442,2503
13,+,72073442,72079606,6164,2502
20,+,68356464,68362051,5587,2502
13,+,72050331,72071047,20716,2501
20,+,68338044,68356209,18165,2501
13,+,72041126,72049822,8696,2500
20,+,68329391,68337435,8044,2500
13,+,72020317,72032413,12096,2499
20,+,68312686,68323454,10768,2499
13,+,71969664,71976719,7055,2498
20,+,68270284,68276672,6388,2498
13,+,71956215,71965453,9238,2497
20,+,68256882,68265449,8567,2497
13,+,71946995,71955637,8642,2496
20,+,68248680,68256626,7946,2496
13,+,71913700,71921222,7522,2495
20,+,68235426,68241303,5877,2495
13,+,71904165,71911899,7734,2494
20,+,68227718,68234662,6944,2494
13,+,71886977,71899186,12209,2493
20,+,68216620,68227377,10757,2493
13,+,71823175,71829445,6270,2492
20,+,68174767,68180433,5666,2492
13,+,71805613,71819084,13471,2491
20,+,68157367,68169874,12507,2491
13,+,71785746,71795379,9633,2490
20,+,68144254,68152123,7869,2490
13,+,71772254,71780446,8192,2489
20,+,68129754,68137781,8027,2489
13,+,71746030,71767955,21925,2488
20,+,68104498,68122589,18091,2488
13,+,71730594,71738875,8281,2487
20,+,68094498,68101789,7291,2487
13,+,71657213,71663933,6720,2486
20,+,68048248,68053376,5128,2486
13,+,71633582,71648962,15380,2485
20,+,68029009,68042415,13406,2485
13,+,71606057,71612256,6199,2484
20,+,68008807,68013920,5113,2484
13,+,71590327,71598274,7947,2483
20,+,68002072,68008807,6735,2483
13,+,71569773,71576358,6585,2482
20,+,67993019,67998779,5760,2482
13,+,71532320,71540457,8137,2481
20,+,67980042,67986506,6464,2481
13,+,71281061,71501232,220171,2480
20,-,59360112,59166505,193607,2480
13,+,70657668,71229862,572194,2479
20,+,60178079,60689584,511505,2479
13,+,70626851,70633676,6825,2478
20,+,60149028,60155234,6206,2478
13,+,70617353,70626743,9390,2477
20,+,60140952,60148703,7751,2477
13,+,70601717,70617353,15636,2476
20,+,60124955,60140419,15464,2476
13,+,70592606,70601357,8751,2475
20,+,60117904,60124572,6668,2475
13,+,70575833,70588743,12910,2474
20,+,60102314,60113764,11450,2474
13,+,70549574,70571358,21784,2473
20,+,60078768,60098223,19455,2473
13,+,70536830,70546187,9357,2472
20,+,60066913,60075588,8675,2472
13,+,70518769,70528750,9981,2471
20,+,60049224,60057941,8717,2471
13,+,70512438,70518693,6255,2470
20,+,60043383,60048860,5477,2470
13,+,70478089,70490367,12278,2469
20,+,60014167,60025106,10939,2469
13,+,70470214,70477979,7765,2468
20,+,60004690,60011193,6503,2468
13,+,70445952,70456913,10961,2467
20,+,59990625,60000202,9577,2467
13,+,70435399,70442620,7221,2466
20,+,59982717,59989200,6483,2466
13,+,70397752,70422038,24286,2465
20,+,59955784,59976302,20518,2465
13,+,70391590,70397420,5830,2464
20,+,59950302,59955540,5238,2464
13,+,70345315,70375379,30064,2463
20,+,59903883,59930248,26365,2463
13,+,70321663,70343936,22273,2462
20,+,59882235,59902210,19975,2462
13,+,70297845,70315079,17234,2461
20,+,59857158,59873295,16137,2461
13,+,70291790,70297845,6055,2460
20,+,59850890,59856736,5846,2460
13,+,70242720,70260676,17956,2459
20,+,59811293,59827250,15957,2459
13,+,70235929,70242710,6781,2458
20,+,59804739,59810843,6104,2458
13,+,70226668,70234709,8041,2457
20,+,59794174,59801928,7754,2457
13,+,70187914,70201938,14024,2456
20,+,59762241,59775191,12950,2456
13,+,70176622,70187914,11292,2455
20,+,59751704,59761823,10119,2455
13,+,70165612,70171033,5421,2454
20,+,59740667,59745732,5065,2454
13,+,69747769,70146032,398263,2453
20,+,59360113,59735254,375141,2453
13,+,69231304,69618429,387125,2452
