Seq_id,Strand,Start,End,Length,Block
16,+,77064693,77079152,14459,3305
6,+,81925879,81939998,14119,3304
16,+,77051539,77064459,12920,3304
6,+,81901779,81921802,20023,3303
16,+,77033213,77051252,18039,3303
6,+,81887511,81901078,13567,3302
16,+,77020298,77032994,12696,3302
6,+,81848394,81862822,14428,3301
16,+,76989887,77003040,13153,3301
6,+,81824354,81830671,6317,3300
16,+,76968196,76973948,5752,3300
6,+,81796633,81804592,7959,3299
16,+,76951360,76958553,7193,3299
6,+,81580748,81741479,160731,3298
16,+,76775936,76912001,136065,3298
6,+,81469879,81548298,78419,3297
16,+,76612914,76684404,71490,3297
6,+,81449364,81462913,13549,3296
16,+,76599343,76611868,12525,3296
6,+,81343597,81431817,88220,3295
16,+,76507545,76588918,81373,3295
6,+,81200704,81340695,139991,3294
16,+,76377569,76505019,127450,3294
6,+,81161740,81171794,10054,3293
16,+,76349783,76358222,8439,3293
6,+,81155229,81161740,6511,3292
16,+,76343724,76349444,5720,3292
6,+,81148870,81155229,6359,3291
16,+,76337374,76343480,6106,3291
6,+,81118582,81143148,24566,3290
16,+,76310822,76332829,22007,3290
6,+,81108173,81117454,9281,3289
16,+,76301893,76310617,8724,3289
6,+,81063381,81097876,34495,3288
16,+,76261552,76293612,32060,3288
6,+,81048334,81060693,12359,3287
16,+,76248964,76259996,11032,3287
6,+,80848844,81021251,172407,3286
16,+,76058653,76223304,164651,3286
6,+,80721268,80840755,119487,3285
16,+,75950088,76054761,104673,3285
6,+,80560088,80711936,151848,3284
16,+,75803218,75940484,137266,3284
6,+,80546499,80557520,11021,3283
16,+,75795576,75801471,5895,3283
6,+,80521709,80528981,7272,3282
16,+,75780355,75787489,7134,3282
6,+,80507184,80514430,7246,3281
16,+,75768474,75774847,6373,3281
6,+,80487629,80495830,8201,3280
16,+,75748869,75756420,7551,3280
6,+,80481085,80487629,6544,3279
16,+,75741713,75748217,6504,3279
6,+,80452348,80470816,18468,3278
16,+,75719970,75737205,17235,3278
6,+,80443971,80451980,8009,3277
16,+,75713348,75719721,6373,3277
6,+,80432762,80442711,9949,3276
16,+,75704062,75713113,9051,3276
6,+,80422624,80429693,7069,3275
16,+,75696967,75703592,6625,3275
6,+,80397349,80420377,23028,3274
16,+,75674898,75696638,21740,3274
6,+,80386737,80395674,8937,3273
16,+,75664209,75672944,8735,3273
6,+,80363288,80385546,22258,3272
16,+,75643012,75663996,20984,3272
6,+,80323532,80353918,30386,3271
16,+,75607491,75634540,27049,3271
6,+,80291631,80306489,14858,3270
16,+,75582161,75595634,13473,3270
6,+,80277526,80283893,6367,3269
16,+,75570624,75576264,5640,3269
6,+,80268951,80275488,6537,3268
16,+,75562248,75568201,5953,3268
6,+,80255470,80268182,12712,3267
16,+,75550452,75562028,11576,3267
6,+,80229243,80245036,15793,3266
16,+,75526300,75541086,14786,3266
6,+,80196574,80216699,20125,3265
16,+,75489562,75507922,18360,3265
6,+,80170798,80186007,15209,3264
16,+,75471252,75485796,14544,3264
6,+,80153781,80158960,5179,3263
16,+,75455680,75460782,5102,3263
6,+,80094529,80102450,7921,3262
16,+,75411481,75417350,5869,3262
6,+,80082836,80092195,9359,3261
16,+,75401727,75410426,8699,3261
6,+,80045489,80062867,17378,3260
16,+,75368391,75384393,16002,3260
6,+,80023264,80031680,8416,3259
16,+,75344766,75352980,8214,3259
6,+,80007707,80023264,15557,3258
16,+,75328997,75344131,15134,3258
6,+,79932312,79994874,62562,3257
16,+,75268269,75326285,58016,3257
6,+,79918078,79925198,7120,3256
16,+,75259447,75264866,5419,3256
6,+,79886847,79899849,13002,3255
16,+,75232763,75244754,11991,3255
6,+,79853977,79885018,31041,3254
16,+,75201477,75230177,28700,3254
6,+,79837123,79850376,13253,3253
16,+,75188548,75201198,12650,3253
6,+,79823212,79835975,12763,3252
16,+,75176085,75188148,12063,3252
6,+,79799060,79822599,23539,3251
16,+,75153379,75175667,22288,3251
6,+,79774205,79788727,14522,3250
16,+,75128528,75142336,13808,3250
6,+,79766508,79774034,7526,3249
16,+,75120953,75128117,7164,3249
6,+,79751916,79760583,8667,3248
16,+,75106475,75115075,8600,3248
6,+,79738332,79750003,11671,3247
16,+,75094902,75105749,10847,3247
6,+,79711682,79736722,25040,3246
16,+,75069029,75092508,23479,3246
6,+,79683995,79708590,24595,3245
16,+,75046825,75068734,21909,3245
6,+,79653602,79683237,29635,3244
16,+,75018463,75045373,26910,3244
6,+,79639974,79653205,13231,3243
16,+,75004799,75017674,12875,3243
6,+,79625145,79636985,11840,3242
16,+,74992368,75003141,10773,3242
6,+,79599627,79615479,15852,3241
16,+,74969019,74983152,14133,3241
6,+,79585615,79597869,12254,3240
16,+,74957673,74968726,11053,3240
6,+,79549370,79559947,10577,3239
16,+,74925763,74934864,9101,3239
6,+,79537444,79549370,11926,3238
16,+,74913106,74924772,11666,3238
6,+,79521053,79533511,12458,3237
16,+,74897633,74909465,11832,3237
6,+,79507718,79519538,11820,3236
16,+,74886051,74897407,11356,3236
6,+,79491029,79502017,10988,3235
16,+,74871083,74879645,8562,3235
6,+,79482307,79489524,7217,3234
16,+,74864245,74870851,6606,3234
6,+,79464168,79479030,14862,3233
16,+,74845132,74859379,14247,3233
6,+,79434498,79454293,19795,3232
16,+,74818196,74837362,19166,3232
6,+,79401129,79429560,28431,3231
16,+,74791736,74817968,26232,3231
6,+,79389121,79398171,9050,3230
16,+,74779153,74787914,8761,3230
6,+,79371311,79388643,17332,3229
16,+,74761293,74778156,16863,3229
6,+,79338957,79349089,10132,3228
16,+,74729500,74739536,10036,3228
6,+,79324903,79335545,10642,3227
16,+,74716512,74726504,9992,3227
6,+,79316915,79324903,7988,3226
16,+,74708604,74716214,7610,3226
6,+,79291036,79313373,22337,3225
16,+,74683743,74703997,20254,3225
6,+,79277393,79289603,12210,3224
16,+,74671760,74683494,11734,3224
6,+,79268056,79275338,7282,3223
16,+,74664697,74670799,6102,3223
6,+,79245824,79268056,22232,3222
16,+,74642769,74664463,21694,3222
6,+,79231811,79245824,14013,3221
16,+,74629050,74642555,13505,3221
6,+,79223082,79230542,7460,3220
16,+,74622886,74628830,5944,3220
6,+,79218057,79223082,5025,3219
16,+,74617449,74622551,5102,3219
6,+,79210529,79218057,7528,3218
16,+,74609917,74617140,7223,3218
6,+,79203100,79209005,5905,3217
16,+,74603161,74608494,5333,3217
6,+,79196596,79203008,6412,3216
16,+,74596573,74602647,6074,3216
6,+,79182355,79188127,5772,3215
16,+,74583204,74588797,5593,3215
6,+,79173575,79178762,5187,3214
16,+,74574012,74579198,5186,3214
6,+,79153183,79167590,14407,3213
16,+,74555849,74569028,13179,3213
6,+,79146246,79153183,6937,3212
16,+,74548911,74555547,6636,3212
6,+,79134732,79142810,8078,3211
16,+,74538898,74546536,7638,3211
6,+,79121957,79134732,12775,3210
16,+,74527148,74538637,11489,3210
6,+,79099884,79111534,11650,3209
16,+,74503929,74515192,11263,3209
6,+,79071943,79077997,6054,3208
16,+,74481346,74487117,5771,3208
6,+,79055327,79071943,16616,3207
16,+,74464764,74480943,16179,3207
6,+,79041244,79055327,14083,3206
16,+,74450134,74463939,13805,3206
6,+,78976220,79031936,55716,3205
16,+,74396634,74449539,52905,3205
6,+,78962743,78976220,13477,3204
16,+,74385550,74396387,10837,3204
6,+,78952745,78962743,9998,3203
16,+,74375605,74385104,9499,3203
6,+,78938233,78945429,7196,3202
16,+,74362830,74368289,5459,3202
6,+,78923778,78934117,10339,3201
16,+,74350145,74359879,9734,3201
6,+,78911194,78919076,7882,3200
16,+,74339067,74346012,6945,3200
6,+,78898333,78907223,8890,3199
16,+,74325357,74333595,8238,3199
6,+,78871219,78889242,18023,3198
16,+,74302502,74319774,17272,3198
6,+,78848111,78861135,13024,3197
16,+,74281502,74293620,12118,3197
6,+,78836676,78848111,11435,3196
16,+,74270103,74281263,11160,3196
6,+,78817962,78833958,15996,3195
16,+,74253822,74268952,15130,3195
6,+,78802839,78817579,14740,3194
16,+,74240280,74253519,13239,3194
6,+,78777600,78796878,19278,3193
16,+,74216588,74234718,18130,3193
6,+,78759265,78772397,13132,3192
16,+,74204054,74216213,12159,3192
6,+,78751990,78758083,6093,3191
16,+,74194925,74200563,5638,3191
6,+,78725896,78743215,17319,3190
16,+,74170812,74187691,16879,3190
6,+,78696303,78725896,29593,3189
16,+,74142416,74170493,28077,3189
6,+,78690142,78695559,5417,3188
16,+,74135709,74141007,5298,3188
6,+,78671893,78678475,6582,3187
16,+,74118656,74124871,6215,3187
6,+,78653697,78669137,15440,3186
16,+,74103928,74118414,14486,3186
6,+,78644621,78652394,7773,3185
16,+,74096506,74103724,7218,3185
6,+,78630978,78636945,5967,3184
16,+,74081631,74087662,6031,3184
6,+,78613415,78628294,14879,3183
16,+,74067074,74081078,14004,3183
6,+,78596209,78607618,11409,3182
16,+,74054790,74064867,10077,3182
6,+,78574834,78593065,18231,3181
16,+,74037877,74054223,16346,3181
6,+,78554208,78568593,14385,3180
16,+,74017350,74030335,12985,3180
6,+,78489341,78496021,6680,3179
16,+,73979577,73985346,5769,3179
6,+,78468243,78476392,8149,3178
16,+,73960036,73967755,7719,3178
6,+,78451805,78465440,13635,3177
16,+,73944242,73957639,13397,3177
6,+,78434418,78449961,15543,3176
16,+,73925969,73940636,14667,3176
6,+,78429382,78434418,5036,3175
16,+,73920585,73925615,5030,3175
6,+,78396788,78403582,6794,3174
16,+,73885011,73891978,6967,3174
6,+,78388436,78395837,7401,3173
16,+,73876319,73883355,7036,3173
6,+,78365929,78376481,10552,3172
16,+,73853570,73863524,9954,3172
6,+,78354232,78365206,10974,3171
16,+,73842818,73853131,10313,3171
6,+,78335197,78351515,16318,3170
16,+,73827262,73842378,15116,3170
6,+,78320328,78326213,5885,3169
16,+,73812228,73817657,5429,3169
6,+,78310580,78318357,7777,3168
16,+,73805341,73811941,6600,3168
6,+,78297630,78303427,5797,3167
16,+,73791228,73797135,5907,3167
6,+,78278629,78295324,16695,3166
16,+,73770879,73787244,16365,3166
6,+,78255866,78266331,10465,3165
16,+,73749673,73759521,9848,3165
6,+,78231008,78244293,13285,3164
16,+,73726673,73739564,12891,3164
6,+,78220513,78229731,9218,3163
16,+,73717824,73726416,8592,3163
6,+,78189528,78220101,30573,3162
16,+,73689633,73717552,27919,3162
6,+,78180730,78186251,5521,3161
16,+,73680195,73685690,5495,3161
6,+,78171473,78179669,8196,3160
16,+,73671871,73679796,7925,3160
6,+,78164911,78171473,6562,3159
16,+,73666191,73671662,5471,3159
6,+,78150514,78157014,6500,3158
16,+,73650868,73657014,6146,3158
6,+,78134083,78147025,12942,3157
16,+,73636300,73648090,11790,3157
6,+,78126218,78133003,6785,3156
16,+,73629834,73636056,6222,3156
6,+,78085616,78104768,19152,3155
16,+,73595301,73613773,18472,3155
6,+,78068226,78081629,13403,3154
16,+,73577899,73590725,12826,3154
6,+,78056695,78066861,10166,3153
16,+,73565290,73575048,9758,3153
6,+,78000320,78034356,34036,3152
16,+,73516476,73548375,31899,3152
6,+,77983223,77999716,16493,3151
16,+,73501135,73515914,14779,3151
6,+,77959328,77983223,23895,3150
16,+,73478224,73500880,22656,3150
6,+,77760700,77903222,142522,3149
16,+,73275388,73423630,148242,3149
6,+,77747951,77753527,5576,3148
16,+,73263534,73268568,5034,3148
6,+,77739256,77747132,7876,3147
16,+,73251778,73259183,7405,3147
6,+,77715586,77728433,12847,3146
16,+,73228715,73240369,11654,3146
6,+,77709799,77715586,5787,3145
16,+,73222596,73228215,5619,3145
6,+,77684047,77709799,25752,3144
16,+,73197605,73222356,24751,3144
6,+,77675267,77683793,8526,3143
16,+,73188731,73196880,8149,3143
6,+,77638748,77675168,36420,3142
16,+,73153239,73188216,34977,3142
6,+,77610206,77633338,23132,3141
16,+,73126551,73148456,21905,3141
6,+,77569111,77597302,28191,3140
16,+,73092344,73117444,25100,3140
6,+,77521298,77543486,22188,3139
16,+,73046705,73066698,19993,3139
6,+,77511094,77521168,10074,3138
16,+,73036718,73046282,9564,3138
6,+,77500530,77509723,9193,3137
16,+,73026334,73035150,8816,3137
6,+,77487265,77500402,13137,3136
16,+,73013820,73026052,12232,3136
6,+,77463455,77486205,22750,3135
16,+,72992243,73013609,21366,3135
6,+,77458370,77463455,5085,3134
16,+,72986523,72991592,5069,3134
6,+,77451585,77458284,6699,3133
16,+,72979640,72986140,6500,3133
6,+,77436473,77450378,13905,3132
16,+,72965961,72979193,13232,3132
6,+,77395817,77435876,40059,3131
16,+,72928174,72965742,37568,3131
6,+,77386928,77395783,8855,3130
16,+,72919627,72927881,8254,3130
6,+,77375453,77386928,11475,3129
16,+,72908432,72919403,10971,3129
6,+,77349592,77368055,18463,3128
16,+,72887803,72903864,16061,3128
6,+,77310612,77346947,36335,3127
16,+,72850895,72884766,33871,3127
6,+,77295724,77309050,13326,3126
16,+,72835972,72848458,12486,3126
6,+,77285048,77295724,10676,3125
16,+,72824971,72835457,10486,3125
6,+,77272572,77285048,12476,3124
16,+,72812555,72824597,12042,3124
6,+,77251832,77272572,20740,3123
16,+,72791889,72812313,20424,3123
6,+,77234440,77244591,10151,3122
16,+,72774804,72784644,9840,3122
6,+,77220429,77234052,13623,3121
16,+,72761930,72773896,11966,3121
6,+,77213218,77220429,7211,3120
16,+,72753722,72760815,7093,3120
6,+,77197814,77212874,15060,3119
16,+,72739081,72753264,14183,3119
6,+,77174659,77193813,19154,3118
16,+,72716232,72733909,17677,3118
6,+,77154418,77171696,17278,3117
16,+,72695970,72713122,17152,3117
6,+,77138378,77148330,9952,3116
16,+,72681258,72690177,8919,3116
6,+,77123751,77137943,14192,3115
16,+,72668378,72680940,12562,3115
6,+,77115473,77123540,8067,3114
16,+,72659312,72666974,7662,3114
6,+,77105421,77115473,10052,3113
16,+,72649154,72658939,9785,3113
6,+,77057453,77103517,46064,3112
16,+,72604801,72648949,44148,3112
6,+,76993386,77035326,41940,3111
16,+,72541050,72580250,39200,3111
6,+,76987959,76993386,5427,3110
16,+,72535269,72540589,5320,3110
6,+,76967786,76981198,13412,3109
16,+,72516300,72528604,12304,3109
6,+,76951662,76967210,15548,3108
16,+,72501359,72516093,14734,3108
6,+,76943945,76950988,7043,3107
16,+,72495111,72500642,5531,3107
6,+,76933837,76943945,10108,3106
16,+,72484946,72494898,9952,3106
6,+,76907242,76933837,26595,3105
16,+,72458776,72484120,25344,3105
6,+,76890120,76906412,16292,3104
16,+,72442644,72458194,15550,3104
6,+,76876618,76890014,13396,3103
16,+,72429611,72442279,12668,3103
6,+,76852438,76875618,23180,3102
16,+,72407188,72429095,21907,3102
6,+,76809309,76848321,39012,3101
16,+,72365631,72403294,37663,3101
6,+,76798668,76808590,9922,3100
16,+,72355974,72365315,9341,3100
6,+,76792993,76798668,5675,3099
16,+,72349105,72354704,5599,3099
6,+,76774005,76789949,15944,3098
16,+,72330624,72345715,15091,3098
6,+,76758425,76764259,5834,3097
16,+,72314703,72320210,5507,3097
6,+,76750550,76757898,7348,3096
16,+,72307729,72314492,6763,3096
6,+,76739867,76750257,10390,3095
16,+,72297276,72307029,9753,3095
6,+,76639744,76717182,77438,3094
16,+,72201267,72275110,73843,3094
6,+,76626516,76636916,10400,3093
16,+,72188700,72198519,9819,3093
6,+,76608551,76626315,17764,3092
16,+,72171813,72188479,16666,3092
6,+,76595819,76607775,11956,3091
16,+,72159886,72170507,10621,3091
6,+,76589007,76595473,6466,3090
16,+,72153273,72159565,6292,3090
6,+,76552420,76581816,29396,3089
16,+,72118230,72145255,27025,3089
6,+,76527887,76552265,24378,3088
16,+,72093503,72116733,23230,3088
6,+,76507920,76527443,19523,3087
16,+,72074717,72093275,18558,3087
6,+,76486729,76505822,19093,3086
16,+,72056480,72072755,16275,3086
6,+,76478655,76486729,8074,3085
16,+,72047997,72056137,8140,3085
6,+,76468393,76478557,10164,3084
16,+,72038470,72047660,9190,3084
6,+,76416216,76467480,51264,3083
16,+,71989661,72038245,48584,3083
6,+,76346137,76413939,67802,3082
16,+,71925182,71988297,63115,3082
6,+,76309739,76338539,28800,3081
16,+,71889920,71916923,27003,3081
6,+,76292752,76309137,16385,3080
16,+,71874905,71889305,14400,3080
6,+,76273074,76291898,18824,3079
16,+,71858146,71874184,16038,3079
6,+,76250004,76265061,15057,3078
16,+,71834542,71849539,14997,3078
6,+,76235010,76250004,14994,3077
16,+,71819179,71833964,14785,3077
6,+,76217510,76231126,13616,3076
16,+,71805950,71818256,12306,3076
6,+,76184145,76215277,31132,3075
16,+,71776771,71805009,28238,3075
6,+,76172807,76182806,9999,3074
16,+,71767746,71776501,8755,3074
6,+,76150541,76162224,11683,3073
16,+,71747693,71757521,9828,3073
6,+,76121204,76130102,8898,3072
16,+,71724088,71732447,8359,3072
6,+,76110708,76118157,7449,3071
16,+,71712733,71719953,7220,3071
6,+,76104854,76110708,5854,3070
16,+,71706459,71712256,5797,3070
6,+,76093568,76104854,11286,3069
16,+,71695264,71706041,10777,3069
6,+,76084141,76093568,9427,3068
